lempos,lemma,PoS_CLAN,n,PoS_type
decorate@v,decorate,v,12,lexical
decree@n,decree,n,1,lexical
deduce@v,deduce,v,1,lexical
dee@n:prop,dee,n:prop,1,non-lexical
deed@n,deed,n,2,lexical
deep@adj,deep,adj,69,lexical
deep@adv,deep,adv,8,lexical
deep@n,deep,n,38,lexical
deer@n,deer,n,7,lexical
defeat@v,defeat,v,1,lexical
defend@part,defend,part,1,lexical
defiant@adj,defiant,adj,1,lexical
definite@adj,definite,adj,1,lexical
definite@adv,definite,adv,14,lexical
degree@n,degree,n,2,lexical
delay@part,delay,part,2,lexical
delay@v,delay,v,1,lexical
delicate@adj,delicate,adj,6,lexical
delicate@adv,delicate,adv,1,lexical
delicious@adj,delicious,adj,35,lexical
delicious@adv,delicious,adv,1,lexical
delight@adj,delight,adj,1,lexical
delight@adv,delight,adv,1,lexical
delight@n,delight,n,18,lexical
delight@part,delight,part,16,lexical
delight@v,delight,v,6,lexical
delirious@adj,delirious,adj,2,lexical
deliver@v,deliver,v,7,lexical
deluxe@adj,deluxe,adj,1,lexical
demand@part,demand,part,4,lexical
demand@v,demand,v,5,lexical
demon@n,demon,n,17,lexical
demonade@n:prop,demonade,n:prop,1,non-lexical
demonstrate@v,demonstrate,v,6,lexical
den@n,den,n,17,lexical
denmark@n:prop,denmark,n:prop,2,non-lexical
dense@adj,dense,adj,2,lexical
dentist@adj,dentist,adj,1,lexical
dentist@n,dentist,n,5,lexical
deodorant@n,deodorant,n,1,lexical
depart@part,depart,part,3,lexical
depart@v,depart,v,1,lexical
department@n,department,n,5,lexical
departure@n,departure,n,1,lexical
depend@n:gerund,depend,n:gerund,1,lexical
depend@part,depend,part,2,lexical
depend@v,depend,v,2,lexical
deposit@v,deposit,v,1,lexical
depress@part,depress,part,1,lexical
depth@n,depth,n,4,lexical
deputy@adj,deputy,adj,1,lexical
der@wplay,der,wplay,3,non-lexical
der_der@wplay,der_der,wplay,1,non-lexical
derive@n,derive,n,1,lexical
descend@v,descend,v,1,lexical
describe@v,describe,v,5,lexical
description@n,description,n,1,lexical
desert@n,desert,n,3,lexical
desert@part,desert,part,3,lexical
deserve@v,deserve,v,8,lexical
design@part,design,part,1,lexical
design@v,design,v,2,lexical
desire@n,desire,n,3,lexical
desire@v,desire,v,1,lexical
desk@n,desk,n,18,lexical
desmond@n:prop,desmond,n:prop,2,non-lexical
desolate@adj,desolate,adj,2,lexical
desperate@adj,desperate,adj,7,lexical
desperate@adv,desperate,adv,6,lexical
desperation@n,desperation,n,1,lexical
despise@v,despise,v,1,lexical
despite@prep,despite,prep,6,non-lexical
dessert@n,dessert,n,5,lexical
destination@n,destination,n,2,lexical
destine@v,destine,v,1,lexical
destroy@part,destroy,part,1,lexical
destroy@v,destroy,v,1,lexical
destruction@n,destruction,n,2,lexical
detail@n,detail,n,4,lexical
dete@n:prop,dete,n:prop,15,non-lexical
detect@v,detect,v,2,lexical
detection@n,detection,n,1,lexical
detective@n,detective,n,14,lexical
determine@n,determine,n,1,lexical
determine@part,determine,part,7,lexical
determine@v,determine,v,3,lexical
dettol@n:prop,dettol,n:prop,11,non-lexical
devastate@part,devastate,part,1,lexical
devil@adj,devil,adj,2,lexical
devil@n,devil,n,10,lexical
devilfish@n,devilfish,n,1,lexical
devote@v,devote,v,2,lexical
devour@part,devour,part,3,lexical
dew@adj,dew,adj,1,lexical
dew@n,dew,n,4,lexical
dexterity@n,dexterity,n,1,lexical
diabolic@adj,diabolic,adj,2,lexical
diagonal@adv,diagonal,adv,1,lexical
diagram@n,diagram,n,2,lexical
dial@v,dial,v,1,lexical
diameter@n,diameter,n,4,lexical
diamond@n,diamond,n,8,lexical
diary@n,diary,n,1,lexical
dibble@wplay,dibble,wplay,2,non-lexical
dibbler@wplay,dibbler,wplay,1,non-lexical
dick@n,dick,n,1,lexical
dick_king_smith@n:prop,dick_king_smith,n:prop,4,non-lexical
dictionary@n,dictionary,n,1,lexical
diddle@adj,diddle,adj,1,lexical
diddle@v,diddle,v,2,lexical
diddly_dummed@wplay,diddly_dummed,wplay,1,non-lexical
die@n,die,n,9,lexical
die@n:gerund,die,n:gerund,2,lexical
die@part,die,part,12,lexical
die@v,die,v,20,lexical
diet@n,diet,n,2,lexical
diet@part,diet,part,1,lexical
difference@n,difference,n,11,lexical
different@adj,different,adj,72,lexical
different@adv,different,adv,4,lexical
different@n:adj,different,n:adj,2,lexical
difficult@adj,difficult,adj,21,lexical
difficulty@n,difficulty,n,1,lexical
dig@n,dig,n,6,lexical
dig@n:gerund,dig,n:gerund,4,lexical
dig@part,dig,part,11,lexical
dig@v,dig,v,25,lexical
digest@v,digest,v,1,lexical
digestion@n,digestion,n,1,lexical
digital@adj,digital,adj,1,lexical
dignify@part,dignify,part,5,lexical
dignify@v,dignify,v,1,lexical
dill@n,dill,n,1,lexical
dillions@wplay,dillions,wplay,3,non-lexical
dilly@wplay,dilly,wplay,1,non-lexical
dim@adj,dim,adj,5,lexical
dim@part,dim,part,1,lexical
dime@n,dime,n,1,lexical
din@n,din,n,3,lexical
dine@n,dine,n,1,lexical
dine@part,dine,part,3,lexical
dine@v,dine,v,1,lexical
ding@v,ding,v,12,lexical
dingly_dangly@wplay,dingly_dangly,wplay,1,non-lexical
dingo@n,dingo,n,1,lexical
dinky@wplay,dinky,wplay,5,non-lexical
dinner@n,dinner,n,64,lexical
dinosaur@n,dinosaur,n,30,lexical
dip@n,dip,n,17,lexical
dip@part,dip,part,5,lexical
dip@v,dip,v,6,lexical
diplomacy@n,diplomacy,n,5,lexical
dippy@wplay,dippy,wplay,4,non-lexical
direct@adv,direct,adv,7,lexical
direct@part,direct,part,2,lexical
direct@v,direct,v,2,lexical
direction@n,direction,n,18,lexical
director@n,director,n,4,lexical
dirt@adj,dirt,adj,17,lexical
dirt@n,dirt,n,8,lexical
dirty@n,dirty,n,1,lexical
dirty@v,dirty,v,2,lexical
disappoint@n,disappoint,n,2,lexical
disappoint@part,disappoint,part,12,lexical
disappoint@v,disappoint,v,3,lexical
disaster@n,disaster,n,12,lexical
disastrous@adj,disastrous,adj,1,lexical
disco@n,disco,n,6,lexical
discourage@v,discourage,v,1,lexical
discover@part,discover,part,9,lexical
discover@v,discover,v,18,lexical
discovery@n,discovery,n,1,lexical
discretion@n,discretion,n,1,lexical
discuss@part,discuss,part,4,lexical
discuss@v,discuss,v,1,lexical
discussion@n,discussion,n,2,lexical
disdain@adj,disdain,adj,1,lexical
disease@n,disease,n,5,lexical
disguise@n,disguise,n,3,lexical
disguise@part,disguise,part,1,lexical
disguise@v,disguise,v,2,lexical
disgust@adj,disgust,adj,1,lexical
disgust@n,disgust,n,2,lexical
disgust@part,disgust,part,3,lexical
disgusterous@wplay,disgusterous,wplay,1,non-lexical
disgusting@adj,disgusting,adj,15,lexical
disgusting@adv,disgusting,adv,1,lexical
dish@n,dish,n,19,lexical
dish@part,dish,part,1,lexical
dish@v,dish,v,2,lexical
dishworth@adj,dishworth,adj,1,lexical
dislike@n,dislike,n,1,lexical
dislike@part,dislike,part,1,lexical
dismay@n,dismay,n,4,lexical
dismay@part,dismay,part,1,lexical
dismiss@part,dismiss,part,1,lexical
disney@n:prop,disney,n:prop,1,non-lexical
disobedience@n,disobedience,n,1,lexical
disobedient@adj,disobedient,adj,1,lexical
display@n,display,n,3,lexical
display@part,display,part,1,lexical
display@v,display,v,2,lexical
dispunge@wplay,dispunge,wplay,1,non-lexical
disruptive@adj,disruptive,adj,1,lexical
distance@n,distance,n,11,lexical
distant@adj,distant,adj,9,lexical
distinct@adv,distinct,adv,2,lexical
distinguish@part,distinguish,part,3,lexical
distinguish@v,distinguish,v,1,lexical
distract@n:gerund,distract,n:gerund,1,lexical
distract@part,distract,part,5,lexical
distract@v,distract,v,3,lexical
distress@n,distress,n,1,lexical
distress@part,distress,part,3,lexical
distribute@part,distribute,part,1,lexical
disturb@part,disturb,part,3,lexical
disturb@v,disturb,v,5,lexical
ditch@n,ditch,n,3,lexical
dither@part,dither,part,1,lexical
ditto@n,ditto,n,1,lexical
dive@n,dive,n,4,lexical
dive@part,dive,part,6,lexical
dive@v,dive,v,8,lexical
divet@n,divet,n,1,lexical
divide@part,divide,part,3,lexical
divide@v,divide,v,2,lexical
divine@n,divine,n,3,lexical
diy@n:prop,diy,n:prop,1,non-lexical
dizzy@adj,dizzy,adj,13,lexical
dj@n:prop,dj,n:prop,2,non-lexical
do@adj,do,adj,7,lexical
do@co,do,co,2,non-lexical
do@mod,do,mod,1924,non-lexical
do@n,do,n,4,lexical
do@n:gerund,do,n:gerund,2,non-lexical
do@part,do,part,229,non-lexical
do@v,do,v,835,lexical
do_o_o@wplay,do_o_o,wplay,1,non-lexical
do_oo_oo@wplay,do_oo_oo,wplay,1,non-lexical
dock@n,dock,n,5,lexical
doctor@adj,doctor,adj,1,lexical
doctor@n,doctor,n,66,lexical
doddle@n,doddle,n,1,lexical
dodge@v,dodge,v,1,lexical
dodo@n,dodo,n,1,lexical
dog@adj,dog,adj,15,lexical
dog@n,dog,n,394,lexical
dog@v,dog,v,13,lexical
dognapped@wplay,dognapped,wplay,1,non-lexical
dogswoggler@n:prop,dogswoggler,n:prop,1,non-lexical
doll@adj,doll,adj,1,lexical
doll@n,doll,n,41,lexical
dollar@n,dollar,n,1,lexical
dollop@n,dollop,n,6,lexical
dolly@n:prop,dolly,n:prop,2,non-lexical
dolphin@n,dolphin,n,4,lexical
domino@n,domino,n,1,lexical
donaldson@adj,donaldson,adj,7,lexical
donate@v,donate,v,1,lexical
dong@co,dong,co,39,non-lexical
donkey@adj,donkey,adj,1,lexical
donkey@n,donkey,n,26,lexical
donut@n,donut,n,3,lexical
doo@co,doo,co,14,non-lexical
dooby@co,dooby,co,6,non-lexical
doom@n,doom,n,6,lexical
dooooo@wplay,dooooo,wplay,2,non-lexical
doooooo@wplay,doooooo,wplay,4,non-lexical
door@adj,door,adj,5,lexical
door@n,door,n,372,lexical
doris@n:prop,doris,n:prop,8,non-lexical
dormitory@n,dormitory,n,5,lexical
dormouse@n,dormouse,n,1,lexical
dorothea_faybelline_felt@n:prop,dorothea_faybelline_felt,n:prop,1,non-lexical
dorothy_edwards@n:prop,dorothy_edwards,n:prop,3,non-lexical
dory@wplay,dory,wplay,1,non-lexical
dose@n,dose,n,6,lexical
dose@part,dose,part,1,lexical
dot@adj,dot,adj,4,lexical
dot@n,dot,n,11,lexical
dot@n:prop,dot,n:prop,3,non-lexical
dot@part,dot,part,2,lexical
dot@v,dot,v,3,lexical
double@adj,double,adj,1,lexical
double@adv,double,adv,4,lexical
double@n,double,n,4,lexical
double@v,double,v,1,lexical
doubt@adj,doubt,adj,5,lexical
doubt@adv,doubt,adv,1,non-lexical
doubt@n,doubt,n,13,lexical
doubt@v,doubt,v,6,lexical
dough@n,dough,n,6,lexical
doughnut@n,doughnut,n,7,lexical
dove@n,dove,n,6,lexical
dow@n:prop,dow,n:prop,1,non-lexical
dow_jones@n:prop,dow_jones,n:prop,1,non-lexical
down@adj,down,adj,1,lexical
down@adv,down,adv,616,non-lexical
down@n,down,n,17,lexical
down@prep,down,prep,224,non-lexical
down@v,down,v,2,lexical
downbeat@n,downbeat,n,1,lexical
downright@adj,downright,adj,1,lexical
downstairs@adv,downstairs,adv,39,non-lexical
downstream@adv,downstream,adv,1,non-lexical
downwards@adv,downwards,adv,4,non-lexical
doze@n,doze,n,1,lexical
doze@part,doze,part,7,lexical
doze@v,doze,v,5,lexical
dozen@n,dozen,n,9,lexical
dr@n:prop,dr,n:prop,17,non-lexical
dracula@adj,dracula,adj,2,lexical
dracula@n:prop,dracula,n:prop,8,non-lexical
drag@n,drag,n,1,lexical
drag@part,drag,part,3,lexical
drag@v,drag,v,10,lexical
dragon@adj,dragon,adj,5,lexical
dragon@n,dragon,n,72,lexical
dragonfish@n,dragonfish,n,1,lexical
dragonfly@n,dragonfly,n,5,lexical
drain@n,drain,n,2,lexical
drain@part,drain,part,1,lexical
drama@n,drama,n,1,lexical
dramatic@adv,dramatic,adv,3,lexical
drape@part,drape,part,2,lexical
drat@v,drat,v,4,lexical
draught@adj,draught,adj,1,lexical
draw@n,draw,n,1,lexical
draw@part,draw,part,13,lexical
draw@v,draw,v,52,lexical
drawbridge@n,drawbridge,n,1,lexical
drawer@n,drawer,n,12,lexical
drawing@n,drawing,n,13,lexical
drawl@v,drawl,v,1,lexical
dread@adj,dread,adj,18,lexical
dread@adv,dread,adv,1,non-lexical
dread@n,dread,n,1,lexical
dread@part,dread,part,5,lexical
dread@v,dread,v,2,lexical
dream@adj,dream,adj,1,lexical
dream@adv,dream,adv,1,non-lexical
dream@n,dream,n,183,lexical
dream@part,dream,part,30,lexical
dream@v,dream,v,21,lexical
drench@part,drench,part,2,lexical
dress@n,dress,n,57,lexical
dress@n:gerund,dress,n:gerund,2,lexical
dress@part,dress,part,45,lexical
dress@v,dress,v,20,lexical
dresser@n,dresser,n,1,lexical
dribble@adj,dribble,adj,1,lexical
dribble@part,dribble,part,1,lexical
dribble@v,dribble,v,11,lexical
drift@n,drift,n,2,lexical
drift@part,drift,part,3,lexical
drift@v,drift,v,8,lexical
drink@n,drink,n,44,lexical
drink@part,drink,part,12,lexical
drink@v,drink,v,24,lexical
drip@n,drip,n,5,lexical
drip@n:gerund,drip,n:gerund,2,lexical
drip@part,drip,part,8,lexical
drip@v,drip,v,4,lexical
drippy@n:prop,drippy,n:prop,1,non-lexical
drive@n,drive,n,23,lexical
drive@n:gerund,drive,n:gerund,1,lexical
drive@part,drive,part,26,lexical
drive@v,drive,v,26,lexical
drizzle@n,drizzle,n,1,lexical
drone@part,drone,part,4,lexical
drool@part,drool,part,1,lexical
droop@part,droop,part,1,lexical
droop@v,droop,v,4,lexical
drop@n,drop,n,19,lexical
drop@n:gerund,drop,n:gerund,1,lexical
drop@part,drop,part,12,lexical
drop@v,drop,v,65,lexical
droplet@n,droplet,n,1,lexical
drown@part,drown,part,10,lexical
drown@v,drown,v,5,lexical
drowse@adj,drowse,adj,1,lexical
drowse@adv,drowse,adv,1,non-lexical
drug@n,drug,n,9,lexical
drum@n,drum,n,5,lexical
drum@n:gerund,drum,n:gerund,1,lexical
drum@part,drum,part,1,lexical
drum@v,drum,v,1,lexical
drunk@n,drunk,n,5,lexical
dry@adj,dry,adj,10,lexical
dry@n:gerund,dry,n:gerund,1,lexical
dry@part,dry,part,8,lexical
dry@v,dry,v,19,lexical
ds@meta,ds,meta,2,non-lexical
dub@v,dub,v,1,lexical
duck@adj,duck,adj,1,lexical
duck@n,duck,n,84,lexical
duck@part,duck,part,4,lexical
duckhound@wplay,duckhound,wplay,1,non-lexical
duckling@n,duckling,n,3,lexical
dude@n,dude,n,1,lexical
due@adj,due,adj,1,lexical
due@n,due,n,2,lexical
dugong@adj,dugong,adj,2,lexical
dugong@n,dugong,n,28,lexical
duh@co,duh,co,2,non-lexical
dull@adj,dull,adj,8,lexical
duly@adv,duly,adv,1,lexical
dum@n:prop,dum,n:prop,1,non-lexical
dumb@adj,dumb,adj,1,lexical
dumbfounded@adj,dumbfounded,adj,1,lexical
dumbsilly@wplay,dumbsilly,wplay,1,non-lexical
dummy@n,dummy,n,1,lexical
dump@adj,dump,adj,1,lexical
dump@n,dump,n,3,lexical
dump@part,dump,part,1,lexical
dump@v,dump,v,3,lexical
dumpling@n,dumpling,n,3,lexical
dumpty@n:prop,dumpty,n:prop,3,non-lexical
duncan@n:prop,duncan,n:prop,17,non-lexical
dung@n,dung,n,5,lexical
dungeon@n,dungeon,n,8,lexical
dunk@v,dunk,v,1,lexical
dupont@adj,dupont,adj,1,lexical
dupont@n:prop,dupont,n:prop,12,non-lexical
during@prep,during,prep,26,non-lexical
dusk@adj,dusk,adj,4,lexical
dusk@n,dusk,n,3,lexical
dust@adj,dust,adj,6,lexical
dust@n,dust,n,27,lexical
dust@part,dust,part,3,lexical
dust@v,dust,v,4,lexical
dutiful@adj,dutiful,adj,1,lexical
duty@n,duty,n,9,lexical
duvet@n,duvet,n,9,lexical
dvd@n:prop,dvd,n:prop,1,non-lexical
dwarf@n,dwarf,n,1,lexical
dwelling@n,dwelling,n,3,lexical
dwindle@part,dwindle,part,3,lexical
e@n:let,e,n:let,11,non-lexical
each@qn,each,qn,222,non-lexical
eager@adj,eager,adj,4,lexical
eager@adv,eager,adv,9,lexical
eagle@n,eagle,n,2,lexical
ear@adj,ear,adj,1,lexical
ear@n,ear,n,166,lexical
ear@part,ear,part,1,lexical
earbusting@wplay,earbusting,wplay,1,non-lexical
eared@adj,eared,adj,1,lexical
early@adj,early,adj,19,lexical
early@adv,early,adv,27,lexical
earn@part,earn,part,1,lexical
earn@v,earn,v,4,lexical
earnest@adj,earnest,adj,1,lexical
earnest@n,earnest,n,5,lexical
earshot@n,earshot,n,1,lexical
earth@adj,earth,adj,4,lexical
earth@n,earth,n,63,lexical
earthling@n,earthling,n,1,lexical
earthquake@n,earthquake,n,2,lexical
earwig@n,earwig,n,7,lexical
ease@adj,ease,adj,49,lexical
ease@adv,ease,adv,13,non-lexical
ease@n,ease,n,3,lexical
easel@n,easel,n,3,lexical
east@adj,east,adj,8,lexical
east@adv,east,adv,1,non-lexical
east@n,east,n,2,lexical
eat@n,eat,n,5,lexical
eat@n:gerund,eat,n:gerund,9,lexical
eat@part,eat,part,112,lexical
eat@v,eat,v,286,lexical
echo@adj,echo,adj,2,lexical
echo@n,echo,n,4,lexical
echo@v,echo,v,9,lexical
eclair@n,eclair,n,1,lexical
ecstasy@n,ecstasy,n,1,lexical
ectoplasm@n,ectoplasm,n,1,lexical
ed@adj,ed,adj,4,lexical
ed@n:prop,ed,n:prop,30,non-lexical
ed_felt@n:prop,ed_felt,n:prop,1,non-lexical
eddie@adj,eddie,adj,6,lexical
eddie@n:prop,eddie,n:prop,78,non-lexical
eddie_wilson@n:prop,eddie_wilson,n:prop,1,non-lexical
edgar_grimpton@n:prop,edgar_grimpton,n:prop,1,non-lexical
edge@n,edge,n,49,lexical
edge@part,edge,part,3,lexical
edge@v,edge,v,2,lexical
edible@adj,edible,adj,3,lexical
edition@n,edition,n,3,lexical
edmond@n:prop,edmond,n:prop,3,non-lexical
educate@part,educate,part,1,lexical
educate@v,educate,v,1,lexical
edward@adj,edward,adj,1,lexical
edwina_agnetha_felt@n:prop,edwina_agnetha_felt,n:prop,1,non-lexical
eeeee@co,eeeee,co,1,non-lexical
eeeeeeak@co,eeeeeeak,co,1,non-lexical
eeeeeeee@co,eeeeeeee,co,1,non-lexical
eeeeeeeeeeeekkk@co,eeeeeeeeeeeekkk,co,1,non-lexical
eeeeeowtch@co,eeeeeowtch,co,1,non-lexical
eeeeeowwwfftz@co,eeeeeowwwfftz,co,1,non-lexical
eeek@co,eeek,co,1,non-lexical
eeeow@co,eeeow,co,1,non-lexical
eek@co,eek,co,26,non-lexical
eeking@wplay,eeking,wplay,2,non-lexical
eekkk@co,eekkk,co,1,non-lexical
eel@n,eel,n,3,lexical
eerie@adj,eerie,adj,6,lexical
eerie@adv,eerie,adv,1,lexical
effect@n,effect,n,8,lexical
effect@v,effect,v,1,lexical
effective@adj,effective,adj,1,lexical
efficient@adj,efficient,adj,1,lexical
effort@n,effort,n,7,lexical
egg@n,egg,n,91,lexical
egypt@n:prop,egypt,n:prop,2,non-lexical
egyptian@adj,egyptian,adj,2,lexical
egyptian@n:prop,egyptian,n:prop,2,non-lexical
eh@co,eh,co,4,non-lexical
eiderdown@n,eiderdown,n,5,lexical
eiffel@n:prop,eiffel,n:prop,5,non-lexical
eight@det:num,eight,det:num,77,non-lexical
eighteen@det:num,eighteen,det:num,4,non-lexical
eighteenth@adj,eighteenth,adj,1,lexical
eighth@adj,eighth,adj,1,lexical
eighty@det:num,eighty,det:num,14,non-lexical
either@adv,either,adv,41,non-lexical
either@coord,either,coord,4,non-lexical
either@qn,either,qn,3,non-lexical
elastic@adj,elastic,adj,1,lexical
elastic@n,elastic,n,3,lexical
elbow@n,elbow,n,2,lexical
elbow@v,elbow,v,1,lexical
elder@adv,elder,adv,1,lexical
eleanora@adj,eleanora,adj,5,lexical
eleanora@n:prop,eleanora,n:prop,21,non-lexical
eleanoras@n:prop,eleanoras,n:prop,1,non-lexical
electric@adj,electric,adj,3,lexical
electric@n,electric,n,4,lexical
electrician@n,electrician,n,1,lexical
elegant@adj,elegant,adj,2,lexical
elephant@n,elephant,n,126,lexical
eleven@det:num,eleven,det:num,17,non-lexical
elevenses@n,elevenses,n,1,lexical
elf@n,elf,n,8,lexical
elite@adj,elite,adj,1,lexical
elizabeth_ruby_biggalow@n:prop,elizabeth_ruby_biggalow,n:prop,1,non-lexical
ella@n:prop,ella,n:prop,6,non-lexical
ellen@adj,ellen,adj,18,lexical
ellen@n:prop,ellen,n:prop,276,non-lexical
elliot_snidgecombe@n:prop,elliot_snidgecombe,n:prop,4,non-lexical
elmer@adj,elmer,adj,1,lexical
elmer@n:prop,elmer,n:prop,27,non-lexical
elope@part,elope,part,2,lexical
else@adj,else,adj,4,lexical
else@post,else,post,93,non-lexical
elsewhere@adv,elsewhere,adv,1,non-lexical
em@pro:obj,em,pro:obj,1,non-lexical
embarrass@part,embarrass,part,4,lexical
embarrass@v,embarrass,v,2,lexical
embed@part,embed,part,1,lexical
emerald@n,emerald,n,6,lexical
emerge@v,emerge,v,3,lexical
emergency@n,emergency,n,22,lexical
emission@n,emission,n,1,lexical
emma@adj,emma,adj,1,lexical
emma@n:prop,emma,n:prop,50,non-lexical
emote@n,emote,n,4,lexical
emporium@n,emporium,n,1,lexical
empress@n,empress,n,1,lexical
empty@adj,empty,adj,61,lexical
empty@n,empty,n,2,lexical
empty@part,empty,part,3,lexical
empty@v,empty,v,14,lexical
enable@v,enable,v,1,lexical
enchant@part,enchant,part,4,lexical
enclose@part,enclose,part,1,lexical
encounter@n,encounter,n,2,lexical
encounter@v,encounter,v,1,lexical
encourage@n,encourage,n,2,lexical
encourage@v,encourage,v,5,lexical
encrust@v,encrust,v,2,lexical
encyclopedia@n,encyclopedia,n,5,lexical
end@n,end,n,144,lexical
end@part,end,part,1,lexical
end@v,end,v,6,lexical
endear@v,endear,v,1,lexical
endeavor@part,endeavor,part,1,lexical
ending@n,ending,n,4,lexical
endocrinology@n,endocrinology,n,1,lexical
enemy@adj,enemy,adj,2,lexical
enemy@n,enemy,n,21,lexical
energy@n,energy,n,4,lexical
energy@part,energy,part,1,lexical
eng@unk,eng,unk,1,non-lexical
engage@v,engage,v,1,lexical
engine@adj,engine,adj,1,lexical
engine@n,engine,n,17,lexical
engineer@n,engineer,n,1,lexical
england@adj,england,adj,3,lexical
